method,seq_len,sample_id,ppl
ALiBi_trained,2048,20,8.688884152850012
ALiBi_trained,2048,21,5.757595795281316
ALiBi_trained,2048,22,12.100500238185598
ALiBi_trained,2048,23,8.573917914734897
ALiBi_trained,2048,24,8.450506007952095
ALiBi_trained,2048,25,9.852255509015139
ALiBi_trained,2048,26,6.635596358823496
ALiBi_trained,2048,27,8.725270984494522
ALiBi_trained,2048,28,8.80107251242143
ALiBi_trained,2048,29,10.568032302896547
ALiBi_trained,2048,30,9.698384301788067
ALiBi_trained,2048,31,7.754385412578077
ALiBi_trained,2048,32,9.761200954901353
ALiBi_trained,2048,33,8.743673680973243
ALiBi_trained,2048,34,12.134553371780948
ALiBi_trained,2048,35,8.541409757496485
ALiBi_trained,2048,36,9.664623864958825
ALiBi_trained,2048,37,10.809348769423844
ALiBi_trained,2048,38,6.7518054757929455
ALiBi_trained,2048,39,7.814443625885694
ALiBi_trained,2048,40,7.935506925058544
ALiBi_trained,2048,41,9.996038587816304
ALiBi_trained,2048,42,10.128091121969396
ALiBi_trained,2048,43,5.202621588125821
ALiBi_trained,2048,44,9.016322972140944
ALiBi_trained,2048,45,8.362561279682305
ALiBi_trained,2048,46,8.584325020341455
ALiBi_trained,2048,47,8.384809618321551
ALiBi_trained,2048,48,8.19153458648104
ALiBi_trained,2048,49,8.363552252012342
ALiBi_trained,2048,50,10.12744399631877
ALiBi_trained,2048,51,11.314053846658936
ALiBi_trained,2048,52,7.629915996725789
ALiBi_trained,2048,53,11.041121125480828
ALiBi_trained,2048,54,9.128816268545453
ALiBi_trained,2048,55,11.523996843898786
ALiBi_trained,2048,56,10.063086148496627
ALiBi_trained,2048,57,8.857614756268338
ALiBi_trained,2048,58,7.2843373578975195
ALiBi_trained,2048,59,8.10337101229959
ALiBi_trained,2048,60,6.562581291277542
ALiBi_trained,2048,61,7.187627944998932
ALiBi_trained,2048,62,8.085716389167802
ALiBi_trained,2048,63,14.188340287243786
ALiBi_trained,2048,64,9.236950191263679
ALiBi_trained,2048,65,9.897746831335631
ALiBi_trained,2048,66,7.493617631590224
ALiBi_trained,2048,67,8.41367413392485
ALiBi_trained,2048,68,8.744647268709738
ALiBi_trained,2048,69,7.280215547976795
ALiBi_trained,2048,70,8.824014127088557
ALiBi_trained,2048,71,8.56850663092128
ALiBi_trained,2048,72,8.517370999951023
ALiBi_trained,2048,73,8.06219314015359
ALiBi_trained,2048,74,9.68383252172886
ALiBi_trained,2048,75,9.121249610824485
ALiBi_trained,2048,76,9.460066119408456
ALiBi_trained,2048,77,6.612762465260405
ALiBi_trained,2048,78,9.465510099405666
ALiBi_trained,2048,79,7.25303441223062
ALiBi_trained,2048,80,5.723592115643914
ALiBi_trained,2048,81,11.019141362823534
ALiBi_trained,2048,82,8.17228489735727
ALiBi_trained,2048,83,9.905752171609148
ALiBi_trained,2048,84,8.582376818675508
ALiBi_trained,2048,85,8.49123951308004
ALiBi_trained,2048,86,8.559147133250162
ALiBi_trained,2048,87,5.731669482129645
ALiBi_trained,2048,88,10.017718578135447
ALiBi_trained,2048,89,11.206648789781017
ALiBi_trained,2048,90,7.63087654923386
ALiBi_trained,2048,91,8.49077794663423
ALiBi_trained,2048,92,8.864489284635457
ALiBi_trained,2048,93,8.205297306857172
ALiBi_trained,2048,94,10.178005346816999
ALiBi_trained,2048,95,7.938667147869237
ALiBi_trained,2048,96,8.65462353510974
ALiBi_trained,2048,97,9.14478599130069
ALiBi_trained,2048,98,8.341248949451922
ALiBi_trained,2048,99,8.085633494837179
ALiBi_trained,4096,0,7.816193280654869
ALiBi_trained,4096,1,5.892069263388511
ALiBi_trained,4096,2,7.506644451033947
ALiBi_trained,4096,3,7.981687601687989
ALiBi_trained,4096,4,7.825048176215985
ALiBi_trained,4096,5,8.165639576079982
ALiBi_trained,4096,6,7.227160820883829
ALiBi_trained,4096,7,9.366091057288033
ALiBi_trained,4096,8,8.38524343302732
ALiBi_trained,4096,9,7.2378156367205815
ALiBi_trained,4096,10,9.004694373766313
ALiBi_trained,4096,11,8.103079286426258
ALiBi_trained,4096,12,9.721110491085604
